doi,type,date
10.1142/s021800140800651x,journal-article,2008-08
10.1023/a:1025614005307,journal-article,2003
10.1109/icpr.2010.233,proceedings-article,2010-08
10.1109/biocas.2018.8584830,proceedings-article,2018-10
10.1145/1552486.1552516,proceedings-article,2009
10.1007/978-3-642-54830-7_6,proceedings-article,2014
10.1007/978-3-319-25518-7_1,proceedings-article,2015
10.1007/11585978_20,proceedings-article,2005
10.1109/isscc.2016.7418078,proceedings-article,2016-01
10.1109/tip.2018.2837381,journal-article,2018
10.1007/978-3-642-36608-6_6,proceedings-article,2013
10.1109/itc.2015.9,proceedings-article,2015-09
10.1016/j.neunet.2011.01.001,journal-article,2011-08
10.1016/j.neucom.2015.02.089,journal-article,2015-12
10.1109/wetsom.2015.13,proceedings-article,2015-05
10.1007/978-3-642-41190-8_43,proceedings-article,2013
10.1007/978-3-319-99813-8_39,proceedings-article,2018
10.1016/j.ijcard.2017.01.151,journal-article,2017-06
10.1109/wcnc.2005.1424758,proceedings-article,2005
10.1109/cicare.2014.7007843,proceedings-article,2014-12
10.1007/978-3-642-45260-4_9,proceedings-article,2013
10.1145/3240323.3241619,proceedings-article,2018
10.1002/smr.523,journal-article,2011-02-22
10.4018/978-1-60960-617-6.ch005,book-chapter,2011
10.4230/lipics.esa.2018.7,proceedings-article,2018
10.1016/j.tcs.2009.09.038,journal-article,2010-01
10.1109/cimsa.2010.5611762,proceedings-article,2010-09
10.1109/ithings-greencom-cpscom-smartdata.2017.142,proceedings-article,2017-06
10.1145/2851613.2851963,proceedings-article,2016
10.1109/glocom.2003.1258767,proceedings-article,2003
10.4018/978-1-59904-295-4.ch009,book-chapter,not-defined
10.1109/embc.2015.7320284,proceedings-article,2015-08
10.1007/978-3-642-38844-6_36,proceedings-article,2013
10.1016/j.procs.2014.10.013,proceedings-article,2014
10.1109/glocom.2009.5425511,proceedings-article,2009-11
10.1109/nca.2015.36,proceedings-article,2015-09
10.1007/978-3-642-31588-6,proceedings,2012
10.1145/2567948.2578038,proceedings-article,2014
10.4018/978-1-4666-1631-8.ch001,book-chapter,2012
10.1145/3127502.3127509,proceedings-article,2017
10.1145/1985374.1985379,proceedings-article,2011
10.1145/2884781.2884832,proceedings-article,2016
10.1109/cit.2011.119,proceedings-article,2011-08
10.1007/978-3-540-28651-6_30,proceedings-article,2004
10.1016/j.entcs.2011.06.009,journal-article,2011-07
10.1007/s10623-012-9630-5,journal-article,2012-03-04
10.1109/dsd.2013.36,proceedings-article,2013-09
10.1016/j.entcs.2004.02.004,journal-article,2004-08
10.1007/978-3-642-40846-5_24,proceedings-article,2013
10.1109/cvpr.2018.00247,proceedings-article,2018-06
10.1007/s11263-012-0536-5,journal-article,2012-06-08
10.1109/iscc.2016.7543820,proceedings-article,2016-06
10.1016/s1571-0661(04)80416-x,journal-article,2002-09
10.1007/978-3-319-60837-2,proceedings,2017
10.1145/2093698.2093784,proceedings-article,2011
10.1103/physrevd.80.062002,journal-article,2009-09-23
10.1016/j.is.2018.07.002,journal-article,2018-11
10.1016/j.patcog.2011.01.013,journal-article,2011-08
10.1145/3205651.3208254,proceedings-article,2018
10.1109/aamas.2004.10169,proceedings-article,2004
10.1007/s00165-016-0374-2,journal-article,2016-04-25
10.1145/2295136.2295140,proceedings-article,2012
10.1109/robot.2009.5152640,proceedings-article,2009-05
10.1109/cbms.2010.6042610,proceedings-article,2010-10
10.1145/545056.545103,proceedings-article,2002
10.1007/978-3-642-01347-8_8,proceedings-article,2009
10.3390/fi8040046,journal-article,2016-09-23
10.1016/j.comgeo.2013.03.001,journal-article,2013-10
10.1007/978-3-642-23091-2_25,proceedings-article,2011
10.1007/3-540-44819-5_10,proceedings-article,2001
10.3389/fnins.2017.00754,journal-article,2018-02-06
10.1007/s12652-016-0394-z,journal-article,2016-07-19
10.1109/date.1998.655944,proceedings-article,1998
10.1145/3106426.3109421,proceedings-article,2017
10.1109/icpr.2014.717,proceedings-article,2014-08
10.1109/ficloud.2018.00014,proceedings-article,2018-08
10.1007/s11554-014-0411-4,journal-article,2014-03-12
10.1007/978-3-319-25936-9_10,proceedings-article,2015
10.1007/978-3-642-38577-3_40,proceedings-article,2013
10.1109/wowmom.2007.4351687,proceedings-article,2007-06
10.1007/978-3-642-02809-0_2,proceedings-article,2009
10.1109/dexa.2004.134,proceedings-article,2004
10.1007/s11036-018-1066-3,journal-article,2018-06-18
10.1109/icalt.2014.73,proceedings-article,2014-07
10.5772/48237,book-chapter,2012-10-17
10.1109/ccsp.2005.4977177,proceedings-article,2005-11
10.1016/b978-0-12-374739-6.00033-6,book-chapter,2013
10.1109/avss.2016.7738062,proceedings-article,2016-08
10.1007/978-3-642-39112-5_110,proceedings-article,2013
10.1007/978-3-319-76111-4_31,proceedings-article,2018
10.1109/sitis.2011.43,proceedings-article,2011-11
10.4204/eptcs.92.8,proceedings-article,2012-08-15
10.1007/978-3-319-49109-7_67,proceedings-article,2016-10-22
10.1007/978-3-642-20401-2_14,book-chapter,2011
10.1109/itre.2003.1270696,proceedings-article,2003
10.1109/ia.2011.5953613,proceedings-article,2011-04
10.1007/978-3-319-49409-8_64,proceedings-article,2016
10.1007/978-3-642-39074-6_15,proceedings-article,2013
10.1109/tcbb.2007.1066,journal-article,2007-10
10.1007/978-3-319-61204-1_5,proceedings-article,2017
10.1016/j.fss.2018.03.011,journal-article,2018-11
10.1080/088395100117034,journal-article,2000-04
10.4018/jdm.1998010102,journal-article,1998-01
10.1007/978-3-540-69861-6_6,book-chapter,2007
10.1007/978-3-540-73400-0_15,proceedings-article,2007
10.1109/tase.2016.32,proceedings-article,2016-07
10.1007/978-3-642-11747-3_14,proceedings-article,2010
10.1145/1368088.1368199,proceedings-article,2008
10.1155/2018/4672072,journal-article,2018-09-05
10.1109/ssdbm.2006.10,proceedings-article,2006
10.1007/978-1-4419-0221-4_39,proceedings-article,2009
10.1109/cisis.2010.126,proceedings-article,2010-02
10.1007/11875604_22,proceedings-article,2006
10.1109/pst.2013.6596034,proceedings-article,2013-07
10.1109/waina.2018.00164,proceedings-article,2018-05
10.1007/11518655_55,proceedings-article,2005
10.1007/s00422-015-0654-6,journal-article,2015-07-14
10.1109/mobilesoft.2017.41,proceedings-article,2017-05
10.1007/978-3-319-92231-7_3,proceedings-article,2018-06-12
10.1016/j.pbiomolbio.2013.06.003,journal-article,2013-12
10.1186/1471-2105-8-s1-s3,journal-article,2007
10.1145/2783258.2783343,proceedings-article,2015
10.1007/978-3-319-22002-4_4,proceedings-article,2015
10.1109/icce-berlin.2018.8576207,proceedings-article,2018-09
10.1109/robot.1992.219918,proceedings-article,1992
10.1093/bioinformatics/bty018,journal-article,2018-01-12
10.1080/00207160601065355,journal-article,2006-07
10.1145/1294948.1294962,proceedings-article,2007
10.1109/toh.2015.2417570,journal-article,2015-04-01
10.1063/1.4794919,journal-article,2013-03-21
10.1145/2629484,journal-article,2015-02-11
10.1016/j.automatica.2013.08.018,journal-article,2013-11
10.1109/sahcn.2014.6990393,proceedings-article,2014-06
10.1109/tit.2010.2090198,journal-article,2011
10.1007/978-3-540-24572-8_6,proceedings-article,2003
10.1109/wetice.2006.61,proceedings-article,2006
10.1007/978-3-642-00328-8_13,proceedings-article,2009
10.1007/978-3-642-11440-3_4,proceedings-article,2010
10.1007/978-3-642-14571-1_1,proceedings-article,2010
10.2312/455,proceedings,2010
10.1016/j.jalgor.2008.02.003,journal-article,2008-01
10.1002/pmic.200900396,journal-article,2010-01-13
10.1007/s10458-016-9344-6,journal-article,2016-08-24
10.1007/s12652-013-0203-x,journal-article,2013-07-26
10.1093/comjnl/bxp031,journal-article,2009-04-23
10.1145/1878961.1878977,proceedings-article,2010
10.1145/1013235.1013288,proceedings-article,2004
10.1145/2635671,journal-article,2014-07-18
10.1007/978-3-319-10085-2_28,proceedings-article,2014
10.1016/0140-3664(96)81585-4,journal-article,1995-12
10.1109/infcom.2001.916660,proceedings-article,2001
10.1007/978-3-540-73099-6_19,proceedings-article,2007
10.1007/3-540-68530-8_31,proceedings-article,1998
10.1002/int.v21:7,journal-issue,2006-07
10.1007/978-3-662-43936-4_3,proceedings-article,2014
10.1109/dcc.2000.838179,proceedings-article,2000
10.1109/pdp.2012.94,proceedings-article,2012-02
10.1007/978-3-642-28082-5_11,proceedings-article,2012
10.1007/s11370-012-0121-3,journal-article,2012-09-26
10.3390/fi8020010,journal-article,2016-03-29
10.1007/978-3-642-02172-5_21,proceedings-article,2009
10.1145/1376616.1376753,proceedings-article,2008
10.1007/978-3-642-22993-0_26,proceedings-article,2011
10.1007/978-3-540-25966-4_26,proceedings-article,2004
10.1109/cig.2016.7860426,proceedings-article,2016-09
10.1109/isads.2003.1193933,proceedings-article,2003
10.1007/978-3-319-23234-8_17,proceedings-article,2015
10.1016/j.is.2015.01.010,journal-article,2015-08
10.1109/dsn.2014.49,proceedings-article,2014-06
10.1007/3-540-45844-1_26,proceedings-article,2002
10.1109/icme.2010.5583223,proceedings-article,2010-07
10.1109/ispa.2005.195406,proceedings-article,2005
10.1109/cisis.2013.107,proceedings-article,2013-07
10.1007/s10489-006-0009-z,journal-article,2006-11-12
10.1109/icsc.2017.31,proceedings-article,2017
10.1145/1254960.1254976,proceedings-article,2007
10.1109/saint.2011.88,proceedings-article,2011-07
10.1007/978-3-319-44066-8_15,proceedings-article,2016
10.1109/aps.2009.5172343,proceedings-article,2009-06
10.1109/iscas.2004.1329283,proceedings-article,not-defined
10.1007/s11227-017-2152-1,journal-article,2017-09-27
10.1006/dspr.2001.0416,journal-article,2002-01
10.1007/978-3-642-41036-9_8,proceedings-article,2013
10.1007/978-3-030-00063-9_5,proceedings-article,2018
10.1109/crisis.2013.6766357,proceedings-article,2013
10.1016/j.jvcir.2017.03.019,journal-article,2017-07
10.1007/978-3-662-46436-6,proceedings,2015
10.1109/asms-spsc.2014.6934535,proceedings-article,2014-09
10.1109/csmr.2009.61,proceedings-article,2009
10.1007/978-3-642-37890-4_6,proceedings-article,2013
10.1007/11549819_3,proceedings-article,2005
10.1109/icccn.2015.7288435,proceedings-article,2015-08
10.1002/suco.201200009,journal-article,2012-12
10.1007/978-3-319-24489-1,proceedings,2015
10.1007/s00371-010-0524-0,journal-article,2010-08-14
10.2312/localchapterevents/italchap/italianchapconf2006/137-142,proceedings-article,2006
10.1007/978-3-642-14616-9,book,2010
10.1007/3-540-61780-9_69,proceedings-article,1996
10.1109/acii.2009.5349569,proceedings-article,2009-09
10.1007/3-540-45689-9_9,proceedings-article,2002
10.3233/jhs-2011-0340,journal-article,2010
10.1145/2980159.2980174,proceedings-article,2016
10.1007/978-3-319-09435-9_31,proceedings-article,2014
10.1145/1435473.1435490,proceedings-article,2008
10.1007/978-3-642-38493-6_5,proceedings-article,2013
10.1145/1047344.1047377,proceedings-article,2005
10.1109/icpc.2010.29,proceedings-article,2010-06
10.1016/s0304-3975(01)00248-1,journal-article,2003-02
10.3233/978-1-60750-606-5-1133,proceedings-article,2010
10.1145/1248054.1248078,proceedings-article,2007
10.5220/0004064501720181,proceedings-article,2012
10.1109/dftvs.2000.887161,proceedings-article,2000
10.1109/micro.2002.1176255,proceedings-article,2002
10.1145/1640443.1640447,journal-article,2009-12-01
10.1145/3097983.3098034,proceedings-article,2017
10.1016/j.camwa.2012.06.023,journal-article,2013-02
10.1117/1.jei.27.1.011004,journal-article,2017-12-23
10.1142/s0218127416500073,journal-article,2016-01
10.1109/mobiq.2004.1331742,proceedings-article,2004
10.1007/978-3-319-59463-7_65,proceedings-article,2017
10.1016/j.csi.2015.05.002,journal-article,2015-11
10.2312/pe.vmv.vmv13.073-080,proceedings-article,2013
10.1109/icse.2007.26,proceedings-article,2007-05
10.1016/j.procs.2014.08.102,proceedings-article,2014
10.1142/s0218213017020018,journal-article,2017-02
10.1007/s10766-017-0531-0,journal-article,2017-10-07
10.1007/978-3-642-22119-4_15,proceedings-article,2011
10.1145/1040830.1040905,proceedings-article,2005
10.1007/978-3-540-85654-2_73,proceedings-article,2008
10.1109/32.60295,journal-article,1990
10.1109/mra.2014.2314015,journal-article,2014-06
10.1007/978-3-319-90686-7_9,proceedings-article,2018
10.1007/978-3-642-12535-5_6,proceedings-article,2010
10.1007/978-3-540-85760-0_96,proceedings-article,2008
10.3233/978-1-60750-606-5-29,proceedings-article,2010
10.3233/fi-2017-1583,journal-article,2017-09-12
10.5220/0005806101780185,proceedings-article,2016
10.1016/j.jal.2004.07.022,journal-article,2005-06
10.1590/s0104-65002005000100006,journal-article,2005-04
10.1007/s00779-017-1038-9,journal-article,2017-07-05
10.1109/ie.2018.00023,proceedings-article,2018-06
10.1007/978-3-540-92865-2_21,proceedings-article,2009
10.1007/978-3-540-30227-8_43,proceedings-article,2004
10.1007/3-540-48483-3_6,proceedings-article,1999
10.1145/1862372.1862375,proceedings-article,2010
10.1371/journal.pone.0140268,journal-article,2015-11-18
10.1109/icws.2016.38,proceedings-article,2016-06
10.1145/2757286,journal-article,2015-07-01
10.1016/s0167-6423(97)00033-6,journal-article,1998-09
10.1109/tap.2012.2234072,journal-article,2013-04
10.1007/978-3-642-13193-6_6,proceedings-article,2010
10.1109/tnsm.2018.2806897,journal-article,2018-03
10.4018/978-1-4666-6178-3.ch021,book-chapter,not-defined
10.1111/coin.12147,journal-article,2017-11-03
10.1111/j.1365-2249.2012.04621.x,journal-article,2012-08-02
10.1007/3-540-45465-9_20,proceedings-article,2002
10.1016/j.artmed.2009.10.001,journal-article,2010-01
10.1109/icde.2009.176,proceedings-article,2009-03
10.1007/11867661_37,proceedings-article,2006
10.1007/978-3-540-45208-9_18,proceedings-article,2003
10.1109/icdim.2011.6093335,proceedings-article,2011-09
10.1109/tridentcom.2007.4444669,proceedings-article,2007
10.1016/j.cag.2018.02.009,journal-article,2018-06
10.1145/2487788.2487956,proceedings-article,2013
10.1016/j.jpdc.2012.06.007,journal-article,2012-10
10.1007/978-3-642-31454-4_27,proceedings-article,2012
10.1109/icsm.2007.4362667,proceedings-article,2007-10
10.1145/1065385.1065412,proceedings-article,2005
10.1007/3-540-45784-4_3,proceedings-article,2002
10.1109/asonam.2014.6921656,proceedings-article,2014-08
10.1145/2647868.2654916,proceedings-article,2014
10.1007/3-540-47813-2_14,proceedings-article,2002
10.1145/1329125.1329307,proceedings-article,2007
10.1007/978-3-319-90092-6_14,book-chapter,2018
10.1007/11430919_15,proceedings-article,2005
10.1016/j.entcs.2008.04.097,journal-article,2008-05
10.1007/978-3-319-31204-0_19,proceedings-article,2016
10.1016/j.automatica.2014.12.004,journal-article,2015-02
10.1007/978-3-319-22888-4_17,proceedings-article,2015
10.1109/icde.2016.7498370,proceedings-article,2016-05
10.1007/s41109-018-0085-0,journal-article,2018-07-31
10.1109/hsi.2009.5091027,proceedings-article,2009-05
10.1007/bf02523681,journal-article,1997-04
10.4108/eai.25-10-2016.2266978,proceedings-article,2017
10.4230/lipics.time.2017.10,proceedings-article,2017
10.1109/tse.2014.2339825,journal-article,2014-12-01
10.1007/978-3-540-85567-5_32,proceedings-article,2008
10.1145/3243734.3243872,proceedings-article,2018
10.1007/978-3-642-33645-4_8,proceedings-article,2012
10.1045/september2016-nanni,journal-article,2016-09
10.1007/s10044-014-0443-1,journal-article,2015-01-09
10.1007/bfb0097787,proceedings-article,1998
10.1007/978-3-642-35467-0_39,proceedings-article,2013
10.1109/isccsp.2012.6217846,proceedings-article,2012-05
10.1109/fuzz-ieee.2017.8015764,proceedings-article,2017-07
10.4018/978-1-59904-693-8.ch007,book-chapter,not-defined
10.1007/978-3-642-12200-2_60,proceedings-article,2010
10.1016/j.cor.2011.02.020,journal-article,2011-12
10.1016/j.jpdc.2017.06.020,journal-article,2018-08
10.1002/(issn)1099-1689,journal,not-defined
10.1093/bib/bbw123,journal-article,2018
10.1007/11527770_44,proceedings-article,2005
10.1007/s10922-006-9035-8,journal-article,2006-07-07
10.1109/wcre.2009.41,proceedings-article,2009
10.1109/ictai.2009.58,proceedings-article,2009-11
10.1007/s13278-016-0365-6,journal-article,2016-08-02
10.1109/ds-rt.2014.34,proceedings-article,2014-10
10.1109/his.2008.88,proceedings-article,2008-09
10.1007/978-3-319-68167-2_13,proceedings-article,2017
10.1145/2645672.2645676,proceedings-article,2014
10.1109/rtss.2008.29,proceedings-article,2008-11
10.1109/cris.2010.5617547,proceedings-article,2010-09
10.1145/2459056.2459058,proceedings-article,2012
10.1007/978-3-540-73131-3_9,proceedings-article,2006
10.1007/978-3-540-69568-4_3,proceedings-article,2006
10.1016/j.scico.2009.07.009,journal-article,2010-06
10.1109/rtsi.2016.7740594,proceedings-article,2016-09
10.1007/978-3-540-88079-0_12,book-chapter,not-defined
10.1007/978-3-319-73117-9_31,proceedings-article,2017-12-22
10.1109/vlhcc.2013.6645241,proceedings-article,2013-09
10.1007/978-3-030-01851-1_27,proceedings-article,2018
10.1007/978-3-319-60291-2_7,book-chapter,2017
10.1109/infcom.2011.5935201,proceedings-article,2011-04
10.1145/2348543.2348591,proceedings-article,2012
10.1007/978-3-540-87877-3_37,proceedings-article,2008
10.1016/j.tcs.2014.07.004,journal-article,2014-09
10.1007/978-3-540-89704-0_17,proceedings-article,2008
10.1007/3-540-45492-6_19,proceedings-article,2000
10.1145/2559184.2559205,proceedings-article,2014
10.1145/3167132.3167233,proceedings-article,2018
10.1007/s00224-008-9103-4,journal-article,2008-02-14
10.1007/3-540-48481-7_23,proceedings-article,1999
10.1007/978-3-319-25527-9_14,proceedings-article,2015
10.1007/978-3-319-59480-4,proceedings,2018
10.18293/seke2018-052,proceedings-article,2018-07-01
10.1109/dsd.2012.107,proceedings-article,2012-09
10.1080/17455030802600792,journal-article,2009-02-11
10.1016/s0020-0255(98)10092-0,journal-article,1999-05
10.1007/978-3-319-60928-7_12,proceedings-article,2017
10.1007/11560586_9,proceedings-article,2005
10.1109/ivs.2006.1689653,proceedings-article,not-defined
10.1109/cec.2017.7969311,proceedings-article,2017-06
10.1038/srep11999,journal-article,2015-07-16
10.1007/s10586-004-4433-8,journal-article,2005-01
10.1007/3-540-57292-9_40,proceedings-article,1993
10.5220/0005819702720277,proceedings-article,2016
10.1109/glocom.2007.470,proceedings-article,2007-11
10.1007/978-3-642-10291-2_38,proceedings-article,2009
10.1007/978-3-540-87803-2_7,proceedings-article,2008
10.1016/j.comnet.2014.11.018,journal-article,2015-02
10.1007/978-3-540-30200-1_2,proceedings-article,2004
10.1007/978-3-319-10470-6_100,proceedings-article,2014
10.1007/978-3-642-04989-7_4,proceedings-article,2009
10.1016/j.procs.2014.05.538,proceedings-article,2014
10.1109/vr.2018.8446298,proceedings-article,2018-03
10.1016/j.scico.2014.11.017,journal-article,2015-07
10.1145/3196321.3196333,proceedings-article,2018
10.1007/3-540-45007-6_9,proceedings-article,2003
10.1145/2815347.2818725,proceedings-article,2015
10.1155/2013/676328,journal-article,2013
10.1002/spe.937,journal-article,2009-10
10.1007/978-3-662-45563-0_45,proceedings-article,2014
10.1016/j.ascom.2015.02.001,journal-article,2015-06
10.1145/508791.508800,proceedings-article,2002
10.1109/nocs.2007.30,proceedings-article,2007-05
10.1007/978-3-319-11116-2_56,proceedings-article,2014
10.1007/978-3-540-44497-8_2,book-chapter,2004
10.1145/258319.258346,proceedings-article,1996
10.1007/978-3-319-70972-7_31,proceedings-article,2017
10.1002/smr.1720,journal-article,2015-06-21
10.1007/978-3-319-57666-4_9,proceedings-article,2017
10.1109/fuzzy.2011.6007520,proceedings-article,2011-06
10.1109/rtss.2013.31,proceedings-article,2013-12
10.1007/978-3-319-25527-9,proceedings,2015
10.1109/tcbb.2010.21,journal-article,2011-07
10.2312/localchapterevents/italchap/italianchapconf2008/007-013,proceedings-article,2008
10.1109/icce.2011.5722512,proceedings-article,2011-01
10.1007/s10606-017-9303-z,journal-article,2018-02-05
10.1155/2011/940784,journal-article,2011-02-28
10.1109/cscn.2017.8088629,proceedings-article,2017-09
10.4049/jimmunol.1000413,journal-article,2010-06-07
10.1109/metroi4.2018.8428337,proceedings-article,2018-04
10.1007/978-3-642-41822-8_17,proceedings-article,2013
10.1145/2364412.2364424,proceedings-article,2012
10.1007/3-540-46146-9_85,proceedings-article,2002
10.1007/978-3-319-70742-6_23,proceedings-article,2017
10.1016/s0169-023x(98)00030-5,journal-article,1999-01
10.1109/iv.2015.42,proceedings-article,2015-07
10.1007/s10288-007-0051-7,journal-article,2007-09-19
10.1007/11415763_7,proceedings-article,2005
10.1109/dexa.2007.16,proceedings-article,2007
10.1109/pdp2018.2018.00078,proceedings-article,2018-03
10.7873/date.2013.319,proceedings-article,2013
10.1007/978-3-319-19830-9,book,2015
10.1186/1742-4690-7-56,journal-article,2010-06-30
10.1016/s0169-023x(97)00024-4,journal-article,1998-04
10.1016/j.tcs.2009.10.010,journal-article,2010-01
10.1007/11545163_4,proceedings-article,2005
10.1007/978-3-319-07617-1_39,proceedings-article,2014
10.1007/978-3-319-57186-7_14,proceedings-article,2017
10.1007/s12532-014-0064-0,journal-article,2014-02-01
10.1016/j.csi.2007.10.010,journal-article,2009-01
10.1016/j.simpat.2011.05.002,journal-article,2011-10
10.1007/978-1-4471-2819-9_15,proceedings-article,2012
10.1109/dsaa.2016.52,proceedings-article,2016-10
10.1007/s11277-014-1683-5,journal-article,2014-03-15
10.1145/2499149.2499167,proceedings-article,2013
10.1109/ithet.2010.5480041,proceedings-article,2010
10.1109/iat.2004.1342964,proceedings-article,2004
10.1007/978-3-662-43613-4_11,proceedings-article,2014
10.1007/978-3-540-70872-8_2,proceedings-article,2008
10.1002/cpe.4370,journal-article,2017-11-26
10.1007/s11786-013-0153-x,journal-article,2013-05-23
10.1007/3-540-36384-x_14,proceedings-article,2002-12-16
10.1007/978-3-540-70872-8_5,proceedings-article,2008
10.1371/journal.pone.0082489,journal-article,2013-12-04
10.1145/1456223.1456264,proceedings-article,2008
10.1109/rtas.2008.26,proceedings-article,2008-04
10.1145/2068736.2068740,proceedings-article,2011
10.1016/s0304-3975(99)00324-2,journal-article,2001-05
10.1109/tip.2015.2431438,journal-article,2015-11
10.3934/amc.2016010,journal-article,2016-04
10.1007/978-3-319-19644-2_34,proceedings-article,2015
10.1007/978-3-540-24596-4_11,proceedings-article,2003
10.1016/j.patcog.2005.09.009,journal-article,2006-03
10.1109/ichi.2015.42,proceedings-article,2015-10
10.1109/icpr.2010.286,proceedings-article,2010-08
10.1145/3168365.3170425,proceedings-article,2018
10.1007/3-540-47952-x_13,proceedings-article,2002
10.1007/978-3-642-15675-5_33,proceedings-article,2010
10.1007/s10115-007-0085-3,journal-article,2007-06-22
10.1145/3129790.3129825,proceedings-article,2017
10.1007/978-3-319-10762-2_39,proceedings-article,2014
10.1109/tmm.2017.2674603,journal-article,2017-07
10.1515/sem-2015-0140,journal-article,2018-01-26
10.1007/978-3-642-35395-6_56,proceedings-article,2012
10.1109/blocks.2015.7368995,proceedings-article,2015-10
10.1186/s13040-016-0116-2,journal-article,2016-12
10.1145/1978582.1978586,proceedings-article,2011
10.1016/j.cytogfr.2009.11.007,journal-article,2010-02
10.23919/fruct.2018.8588077,proceedings-article,2018-11
10.1007/978-3-642-31739-2_13,book-chapter,2012
10.1145/3281022.3281025,proceedings-article,2018
10.1016/s0165-0114(02)00232-4,journal-article,2003-02
10.1007/978-3-319-22002-4_2,proceedings-article,2015
10.1049/iet-cvi.2010.0143,journal-article,2012
10.1007/s11042-009-0375-8,journal-article,2009-10-02
10.1177/0278364909103912,journal-article,2009-05
10.1109/cvpr.2006.246,proceedings-article,2006
10.1145/1838552.1838556,journal-article,2010-10-01
10.1007/s11241-009-9078-5,journal-article,2009-07-15
10.5220/0005709600380046,proceedings-article,2016
10.1145/1400751.1400781,proceedings-article,2008
10.1007/978-3-319-23222-5_34,proceedings-article,2015
10.1016/j.neucom.2014.08.066,journal-article,2015-02
10.1016/j.comcom.2015.06.009,journal-article,2015-08
10.1016/j.jpdc.2018.08.007,journal-article,2018-12
10.1109/rtcsa.2016.14,proceedings-article,2016-08
10.1016/j.fss.2011.02.012,journal-article,2011-06
10.1016/j.eswa.2011.01.123,journal-article,2011-08
10.3233/978-1-61499-399-5-42,proceedings-article,2014
10.1109/dexa.2009.18,proceedings-article,2009
10.5220/0006719106300637,proceedings-article,2018
10.1186/1745-6150-6-51,journal-article,2011
10.1007/978-3-642-35834-0,proceedings,2013
10.5194/acp-11-6083-2011,journal-article,2011-06-29
10.1093/bioinformatics/btu744,journal-article,2014-11-12
10.1145/3030024.3040248,proceedings-article,2017
10.1016/j.sigpro.2014.07.028,journal-article,2015-01
10.1007/978-3-319-38791-8_25,proceedings-article,2016
10.1007/s10586-009-0115-x,journal-article,2010-01-29
10.1016/j.ins.2012.09.031,journal-article,2013-02
10.1007/978-3-642-12326-9,book,2010
10.1109/sitis.2015.50,proceedings-article,2015-11
10.1007/978-3-030-05909-5_17,proceedings-article,2018-12-31
10.1109/mmul.2005.2,journal-article,2005-01
10.1186/s40537-017-0072-9,journal-article,2017-04-26
10.1007/s12369-016-0360-0,journal-article,2016-06-07
10.1002/(sici)1099-1670(199706)3:2<105::aid-spip70>3.0.co;2-e,journal-article,1997-06
10.1145/3232755.3234554,proceedings-article,2018
10.1186/1471-2105-6-s4-s18,journal-article,2005
10.1007/978-3-319-09955-2_19,proceedings-article,2014
10.1111/j.1467-8659.2008.01194.x,journal-article,2008-12
10.1109/mascots.2011.28,proceedings-article,2011-07
10.7287/peerj.preprints.2285v1,posted-content,2016-07-13
10.1038/ncomms9860,journal-article,2015-11-13
10.1145/3144730.3144733,proceedings-article,2017
10.1007/s00345-011-0774-0,journal-article,2011-10-04
10.1007/978-3-642-36285-9_31,proceedings-article,2013
10.1016/j.ins.2016.08.085,journal-article,2017-04
10.1109/ssp.2014.6884644,proceedings-article,2014-06
10.1002/prot.1173,journal-article,2001
10.1007/s00521-009-0273-z,journal-article,2009-05-06
10.1145/1244002.1244109,proceedings-article,2007
10.1186/s13637-015-0023-8,journal-article,2015-06-04
10.1007/978-3-030-00671-6_9,proceedings-article,2018
10.1109/wi-iat.2009.110,proceedings-article,2009
10.1016/s0262-4079(12)60814-8,journal-article,2012-03
10.1007/978-3-642-11819-7,book,2010
10.1109/fccm.2015.60,proceedings-article,2015-05
10.1109/mdt.2002.1003804,journal-article,2002-05
10.3390/s18114075,journal-article,2018-11-21
10.1128/cvi.00276-09,journal-article,2009-08-19
10.1007/978-3-540-69166-2_10,proceedings-article,2008
10.1109/ictai.2009.19,proceedings-article,2009-11
10.1007/978-3-319-78301-7_2,journal-article,2018
10.1109/waina.2016.20,proceedings-article,2016-03
10.1145/2808475.2808481,proceedings-article,2015
10.1016/j.jcta.2016.07.002,journal-article,2017-01
10.1109/infcomw.2016.7562143,proceedings-article,2016-04
10.1016/j.jal.2004.07.019,journal-article,2005-06
10.1109/csf.2013.14,proceedings-article,2013-06
10.1007/s00791-013-0201-8,journal-article,2012-06
10.1007/978-3-319-40216-1_38,proceedings-article,2016
10.1007/978-3-642-30829-1_17,proceedings-article,2012
10.1007/978-3-319-34129-3_44,proceedings-article,2016
10.1007/978-3-642-33783-3_62,proceedings-article,2012
10.1093/bib/bbn023,journal-article,2008-04-24
10.1504/ijmso.2017.090783,journal-article,2017
10.1109/mobhoc.2007.4428735,proceedings-article,2007-10
10.1016/j.comcom.2008.12.022,journal-article,2009-03
10.1007/s10601-015-9215-9,journal-article,2015-09-10
10.3233/978-1-61499-304-9-1045,proceedings-article,2013
10.2312/3dor.20171056,proceedings-article,2017
10.1007/978-3-319-20681-3_32,proceedings-article,2015
10.1109/iscas.2004.1329380,proceedings-article,not-defined
10.1109/tnn.2002.804226,journal-article,2002-11
10.1109/tevc.2007.905006,journal-article,2008-04
10.3233/fi-2010-333,journal-article,2010
10.1007/978-3-540-45208-9_25,proceedings-article,2003
